Sl. No,UNITS,Population in Lakhs,Crime rate for 2019,Category,Crime_Type,Crimes,Year,% Variation in 2019 over 2018
2448,RP Secunderabad,,0,Economic Offence,Cheatings,57,2018,-0.404
2449,CID,,0,Economic Offence,Cheatings,2,2018,1
2450,Cyberabad,62.1,30.85,Economic Offence,Cheatings,1916,2019,0.111
2451,Hyderabad,39.53,42.2,Economic Offence,Cheatings,1668,2019,0.064
2452,Karimnagar,10.15,22.66,Economic Offence,Cheatings,230,2019,-0.253
2453,Khammam,14.11,18.57,Economic Offence,Cheatings,262,2019,-0.174
2454,Nizamabad,15.87,19.72,Economic Offence,Cheatings,313,2019,-0.06
2455,Rachakonda,43.71,38.02,Economic Offence,Cheatings,1662,2019,0.127
2456,Ramagundam,16.12,33.75,Economic Offence,Cheatings,544,2019,0.268
2457,Siddipet,10.22,22.9,Economic Offence,Cheatings,234,2019,0.444
2458,Warangal,23.75,23.75,Economic Offence,Cheatings,564,2019,0.203
2459,Adilabad,7.53,9.56,Economic Offence,Cheatings,72,2019,-0.327
2460,Bhadradri Kothagudem,11.12,14.12,Economic Offence,Cheatings,157,2019,0.586
2461,jagtial,9.95,25.43,Economic Offence,Cheatings,253,2019,0.15
2462,Jayashankar Bhupalpally,4.26,22.07,Economic Offence,Cheatings,94,2019,-0.217
2463,Jogulamba Gadwal,6.19,24.39,Economic Offence,Cheatings,151,2019,0.228
2464,Kamareddy,10.04,9.86,Economic Offence,Cheatings,99,2019,0.031
2465,Kumaram Bheem Asifabad,5.25,52.19,Economic Offence,Cheatings,274,2019,0.427
2466,Mahabubabad,7.84,16.71,Economic Offence,Cheatings,131,2019,-0.314
2467,Mahabubnagar,9.29,8.61,Economic Offence,Cheatings,80,2019,-0.5
2468,Medak,7.88,8.63,Economic Offence,Cheatings,68,2019,0.308
2469,Mulugu,2.93,11.95,Economic Offence,Cheatings,35,2019,0
2470,Nagarkurnool,8.71,8.38,Economic Offence,Cheatings,73,2019,0
2471,Nalgonda,16.52,24.21,Economic Offence,Cheatings,400,2019,0.429
2472,Narayanpet,5.76,6.25,Economic Offence,Cheatings,36,2019,0
2473,Nirmal,7.19,9.32,Economic Offence,Cheatings,67,2019,0.634
2474,Rajanna Sircilla,5.62,17.97,Economic Offence,Cheatings,101,2019,-0.073
2475,Sanga Reddy,15.37,11.71,Economic Offence,Cheatings,180,2019,0.314
2476,Suryapet,11.09,28.49,Economic Offence,Cheatings,316,2019,0.17
2477,Vikarabad,9.37,7.58,Economic Offence,Cheatings,71,2019,-0.041
2478,Wanaparthy,5.87,14.99,Economic Offence,Cheatings,88,2019,0.571
2479,RP Secunderabad,,0,Economic Offence,Cheatings,34,2019,-0.404
2480,CID,,0,Economic Offence,Cheatings,4,2019,1
2481,Cyberabad,62.1,0.05,Economic Offence,Counterfeit,8,2018,-0.625
2482,Hyderabad,39.53,0.23,Economic Offence,Counterfeit,8,2018,0.125
2483,Karimnagar,10.15,0,Economic Offence,Counterfeit,0,2018,0
2484,Khammam,14.11,0.07,Economic Offence,Counterfeit,1,2018,0
2485,Nizamabad,15.87,0,Economic Offence,Counterfeit,1,2018,-1
2486,Rachakonda,43.71,0.02,Economic Offence,Counterfeit,0,2018,0
2487,Ramagundam,16.12,0.06,Economic Offence,Counterfeit,1,2018,0
2488,Siddipet,10.22,0.1,Economic Offence,Counterfeit,0,2018,0
2489,Warangal,23.75,0.21,Economic Offence,Counterfeit,1,2018,4
2490,Adilabad,7.53,0,Economic Offence,Counterfeit,0,2018,0
2491,Bhadradri Kothagudem,11.12,0,Economic Offence,Counterfeit,0,2018,0
2492,jagtial,9.95,0,Economic Offence,Counterfeit,0,2018,0
2493,Jayashankar Bhupalpally,4.26,0,Economic Offence,Counterfeit,0,2018,0
2494,Jogulamba Gadwal,6.19,0,Economic Offence,Counterfeit,0,2018,0
2495,Kamareddy,10.04,0,Economic Offence,Counterfeit,0,2018,0
2496,Kumaram Bheem Asifabad,5.25,0,Economic Offence,Counterfeit,1,2018,-1
2497,Mahabubabad,7.84,0.13,Economic Offence,Counterfeit,0,2018,0
2498,Mahabubnagar,9.29,0,Economic Offence,Counterfeit,1,2018,-1
2499,Medak,7.88,0,Economic Offence,Counterfeit,1,2018,-1
2500,Mulugu,2.93,0,Economic Offence,Counterfeit,0,2018,0
2501,Nagarkurnool,8.71,0,Economic Offence,Counterfeit,0,2018,0
2502,Nalgonda,16.52,0,Economic Offence,Counterfeit,0,2018,0
2503,Narayanpet,5.76,0,Economic Offence,Counterfeit,0,2018,0
2504,Nirmal,7.19,0,Economic Offence,Counterfeit,0,2018,0
2505,Rajanna Sircilla,5.62,0.18,Economic Offence,Counterfeit,0,2018,0
2506,Sanga Reddy,15.37,0,Economic Offence,Counterfeit,0,2018,0
2507,Suryapet,11.09,0.09,Economic Offence,Counterfeit,1,2018,0
2508,Vikarabad,9.37,0,Economic Offence,Counterfeit,0,2018,0
2509,Wanaparthy,5.87,0,Economic Offence,Counterfeit,0,2018,0
2510,RP Secunderabad,,0,Economic Offence,Counterfeit,0,2018,0
2511,CID,,0,Economic Offence,Counterfeit,,2018,0
2512,Cyberabad,62.1,0.05,Economic Offence,Counterfeit,3,2019,-0.625
2513,Hyderabad,39.53,0.23,Economic Offence,Counterfeit,9,2019,0.125
2514,Karimnagar,10.15,0,Economic Offence,Counterfeit,0,2019,0
2515,Khammam,14.11,0.07,Economic Offence,Counterfeit,1,2019,0
2516,Nizamabad,15.87,0,Economic Offence,Counterfeit,0,2019,-1
2517,Rachakonda,43.71,0.02,Economic Offence,Counterfeit,1,2019,0
2518,Ramagundam,16.12,0.06,Economic Offence,Counterfeit,1,2019,0
2519,Siddipet,10.22,0.1,Economic Offence,Counterfeit,1,2019,0
2520,Warangal,23.75,0.21,Economic Offence,Counterfeit,5,2019,4
2521,Adilabad,7.53,0,Economic Offence,Counterfeit,0,2019,0
2522,Bhadradri Kothagudem,11.12,0,Economic Offence,Counterfeit,0,2019,0
2523,jagtial,9.95,0,Economic Offence,Counterfeit,0,2019,0
2524,Jayashankar Bhupalpally,4.26,0,Economic Offence,Counterfeit,0,2019,0
2525,Jogulamba Gadwal,6.19,0,Economic Offence,Counterfeit,0,2019,0
2526,Kamareddy,10.04,0,Economic Offence,Counterfeit,0,2019,0
2527,Kumaram Bheem Asifabad,5.25,0,Economic Offence,Counterfeit,0,2019,-1
2528,Mahabubabad,7.84,0.13,Economic Offence,Counterfeit,1,2019,0
2529,Mahabubnagar,9.29,0,Economic Offence,Counterfeit,0,2019,-1
2530,Medak,7.88,0,Economic Offence,Counterfeit,0,2019,-1
2531,Mulugu,2.93,0,Economic Offence,Counterfeit,0,2019,0
2532,Nagarkurnool,8.71,0,Economic Offence,Counterfeit,0,2019,0
2533,Nalgonda,16.52,0,Economic Offence,Counterfeit,0,2019,0
2534,Narayanpet,5.76,0,Economic Offence,Counterfeit,0,2019,0
2535,Nirmal,7.19,0,Economic Offence,Counterfeit,0,2019,0
2536,Rajanna Sircilla,5.62,0.18,Economic Offence,Counterfeit,1,2019,0
2537,Sanga Reddy,15.37,0,Economic Offence,Counterfeit,0,2019,0
2538,Suryapet,11.09,0.09,Economic Offence,Counterfeit,1,2019,0
2539,Vikarabad,9.37,0,Economic Offence,Counterfeit,0,2019,0
2540,Wanaparthy,5.87,0,Economic Offence,Counterfeit,0,2019,0
2541,RP Secunderabad,,0,Economic Offence,Counterfeit,0,2019,0
2542,CID,,0,Economic Offence,Counterfeit,,2019,0
2543,Cyberabad,62.1,3.03,Economic Offence,Criminal Breach of Trust,124,2018,0.516
2544,Hyderabad,39.53,3.04,Economic Offence,Criminal Breach of Trust,103,2018,0.165
2545,Karimnagar,10.15,1.08,Economic Offence,Criminal Breach of Trust,11,2018,0
2546,Khammam,14.11,1.2,Economic Offence,Criminal Breach of Trust,30,2018,-0.433
2547,Nizamabad,15.87,0.76,Economic Offence,Criminal Breach of Trust,6,2018,1
2548,Rachakonda,43.71,1.92,Economic Offence,Criminal Breach of Trust,100,2018,-0.16
2549,Ramagundam,16.12,0.56,Economic Offence,Criminal Breach of Trust,3,2018,2
2550,Siddipet,10.22,0.1,Economic Offence,Criminal Breach of Trust,6,2018,-0.833
2551,Warangal,23.75,0.21,Economic Offence,Criminal Breach of Trust,5,2018,0
2552,Adilabad,7.53,0.93,Economic Offence,Criminal Breach of Trust,3,2018,1.333
2553,Bhadradri Kothagudem,11.12,1.62,Economic Offence,Criminal Breach of Trust,7,2018,1.571
2554,jagtial,9.95,0.8,Economic Offence,Criminal Breach of Trust,13,2018,-0.385
2555,Jayashankar Bhupalpally,4.26,0.47,Economic Offence,Criminal Breach of Trust,4,2018,-0.5
2556,Jogulamba Gadwal,6.19,0.16,Economic Offence,Criminal Breach of Trust,4,2018,-0.75
2557,Kamareddy,10.04,2.19,Economic Offence,Criminal Breach of Trust,10,2018,1.2
2558,Kumaram Bheem Asifabad,5.25,0.57,Economic Offence,Criminal Breach of Trust,2,2018,0.5
2559,Mahabubabad,7.84,0.51,Economic Offence,Criminal Breach of Trust,1,2018,3
2560,Mahabubnagar,9.29,0.43,Economic Offence,Criminal Breach of Trust,7,2018,-0.429
2561,Medak,7.88,0.76,Economic Offence,Criminal Breach of Trust,5,2018,0.2
2562,Mulugu,2.93,0,Economic Offence,Criminal Breach of Trust,,2018,0
2563,Nagarkurnool,8.71,0.57,Economic Offence,Criminal Breach of Trust,8,2018,-0.375
2564,Nalgonda,16.52,0.85,Economic Offence,Criminal Breach of Trust,17,2018,-0.176
2565,Narayanpet,5.76,0.35,Economic Offence,Criminal Breach of Trust,,2018,0
2566,Nirmal,7.19,1.39,Economic Offence,Criminal Breach of Trust,4,2018,1.5
2567,Rajanna Sircilla,5.62,1.78,Economic Offence,Criminal Breach of Trust,1,2018,9
2568,Sanga Reddy,15.37,0.65,Economic Offence,Criminal Breach of Trust,11,2018,-0.091
2569,Suryapet,11.09,3.16,Economic Offence,Criminal Breach of Trust,18,2018,0.944
2570,Vikarabad,9.37,0.64,Economic Offence,Criminal Breach of Trust,4,2018,0.5
2571,Wanaparthy,5.87,2.39,Economic Offence,Criminal Breach of Trust,5,2018,1.8
2572,RP Secunderabad,,0,Economic Offence,Criminal Breach of Trust,,2018,0
2573,CID,,0,Economic Offence,Criminal Breach of Trust,,2018,0
2574,Cyberabad,62.1,3.03,Economic Offence,Criminal Breach of Trust,188,2019,0.516
2575,Hyderabad,39.53,3.04,Economic Offence,Criminal Breach of Trust,120,2019,0.165
2576,Karimnagar,10.15,1.08,Economic Offence,Criminal Breach of Trust,11,2019,0
2577,Khammam,14.11,1.2,Economic Offence,Criminal Breach of Trust,17,2019,-0.433
2578,Nizamabad,15.87,0.76,Economic Offence,Criminal Breach of Trust,12,2019,1
2579,Rachakonda,43.71,1.92,Economic Offence,Criminal Breach of Trust,84,2019,-0.16
2580,Ramagundam,16.12,0.56,Economic Offence,Criminal Breach of Trust,9,2019,2
2581,Siddipet,10.22,0.1,Economic Offence,Criminal Breach of Trust,1,2019,-0.833
2582,Warangal,23.75,0.21,Economic Offence,Criminal Breach of Trust,5,2019,0
2583,Adilabad,7.53,0.93,Economic Offence,Criminal Breach of Trust,7,2019,1.333
2584,Bhadradri Kothagudem,11.12,1.62,Economic Offence,Criminal Breach of Trust,18,2019,1.571
2585,jagtial,9.95,0.8,Economic Offence,Criminal Breach of Trust,8,2019,-0.385
2586,Jayashankar Bhupalpally,4.26,0.47,Economic Offence,Criminal Breach of Trust,2,2019,-0.5
2587,Jogulamba Gadwal,6.19,0.16,Economic Offence,Criminal Breach of Trust,1,2019,-0.75
2588,Kamareddy,10.04,2.19,Economic Offence,Criminal Breach of Trust,22,2019,1.2
2589,Kumaram Bheem Asifabad,5.25,0.57,Economic Offence,Criminal Breach of Trust,3,2019,0.5
2590,Mahabubabad,7.84,0.51,Economic Offence,Criminal Breach of Trust,4,2019,3
2591,Mahabubnagar,9.29,0.43,Economic Offence,Criminal Breach of Trust,4,2019,-0.429
2592,Medak,7.88,0.76,Economic Offence,Criminal Breach of Trust,6,2019,0.2
2593,Mulugu,2.93,0,Economic Offence,Criminal Breach of Trust,,2019,0
2594,Nagarkurnool,8.71,0.57,Economic Offence,Criminal Breach of Trust,5,2019,-0.375
2595,Nalgonda,16.52,0.85,Economic Offence,Criminal Breach of Trust,14,2019,-0.176
2596,Narayanpet,5.76,0.35,Economic Offence,Criminal Breach of Trust,2,2019,0
2597,Nirmal,7.19,1.39,Economic Offence,Criminal Breach of Trust,10,2019,1.5
2598,Rajanna Sircilla,5.62,1.78,Economic Offence,Criminal Breach of Trust,10,2019,9
2599,Sanga Reddy,15.37,0.65,Economic Offence,Criminal Breach of Trust,10,2019,-0.091
2600,Suryapet,11.09,3.16,Economic Offence,Criminal Breach of Trust,35,2019,0.944
2601,Vikarabad,9.37,0.64,Economic Offence,Criminal Breach of Trust,6,2019,0.5
2602,Wanaparthy,5.87,2.39,Economic Offence,Criminal Breach of Trust,14,2019,1.8
2603,RP Secunderabad,,0,Economic Offence,Criminal Breach of Trust,,2019,0
2604,CID,,0,Economic Offence,Criminal Breach of Trust,,2019,0
2605,Cyberabad,62.1,9.23,Property Crime,Burglaries,666,2018,-0.14
2606,Hyderabad,39.53,9.16,Property Crime,Burglaries,312,2018,0.16
2607,Karimnagar,10.15,7.19,Property Crime,Burglaries,70,2018,0.043
2608,Khammam,14.11,17.58,Property Crime,Burglaries,212,2018,0.17
2609,Nizamabad,15.87,16.32,Property Crime,Burglaries,197,2018,0.315
2610,Rachakonda,43.71,17.02,Property Crime,Burglaries,822,2018,-0.095
2611,Ramagundam,16.12,11.17,Property Crime,Burglaries,144,2018,0.25
2612,Siddipet,10.22,17.91,Property Crime,Burglaries,101,2018,0.812
2613,Warangal,23.75,9.31,Property Crime,Burglaries,206,2018,0.073
2614,Adilabad,7.53,5.71,Property Crime,Burglaries,42,2018,0.024
2615,Bhadradri Kothagudem,11.12,13.85,Property Crime,Burglaries,147,2018,0.048
2616,jagtial,9.95,11.46,Property Crime,Burglaries,93,2018,0.226
2617,Jayashankar Bhupalpally,4.26,6.1,Property Crime,Burglaries,55,2018,-0.527
2618,Jogulamba Gadwal,6.19,8.56,Property Crime,Burglaries,57,2018,-0.07
2619,Kamareddy,10.04,15.74,Property Crime,Burglaries,108,2018,0.463
2620,Kumaram Bheem Asifabad,5.25,7.43,Property Crime,Burglaries,33,2018,0.182
2621,Mahabubabad,7.84,9.95,Property Crime,Burglaries,97,2018,-0.196
2622,Mahabubnagar,9.29,11.73,Property Crime,Burglaries,116,2018,-0.06
2623,Medak,7.88,10.28,Property Crime,Burglaries,62,2018,0.306
2624,Mulugu,2.93,3.75,Property Crime,Burglaries,,2018,0
2625,Nagarkurnool,8.71,8.61,Property Crime,Burglaries,72,2018,0.042
2626,Nalgonda,16.52,8.84,Property Crime,Burglaries,133,2018,0.098
2627,Narayanpet,5.76,5.9,Property Crime,Burglaries,,2018,0
2628,Nirmal,7.19,8.07,Property Crime,Burglaries,31,2018,0.871
2629,Rajanna Sircilla,5.62,13.35,Property Crime,Burglaries,65,2018,0.154
2630,Sanga Reddy,15.37,17.7,Property Crime,Burglaries,193,2018,0.409
2631,Suryapet,11.09,5.95,Property Crime,Burglaries,88,2018,-0.25
2632,Vikarabad,9.37,11.63,Property Crime,Burglaries,60,2018,0.817
2633,Wanaparthy,5.87,6.3,Property Crime,Burglaries,48,2018,-0.229
2634,RP Secunderabad,,#DIV/0!,Property Crime,Burglaries,,2018,0
2635,CID,,#DIV/0!,Property Crime,Burglaries,,2018,0
2636,Cyberabad,62.1,9.23,Property Crime,Burglaries,573,2019,-0.14
2637,Hyderabad,39.53,9.16,Property Crime,Burglaries,362,2019,0.16
2638,Karimnagar,10.15,7.19,Property Crime,Burglaries,73,2019,0.043
2639,Khammam,14.11,17.58,Property Crime,Burglaries,248,2019,0.17
2640,Nizamabad,15.87,16.32,Property Crime,Burglaries,259,2019,0.315
2641,Rachakonda,43.71,17.02,Property Crime,Burglaries,744,2019,-0.095
2642,Ramagundam,16.12,11.17,Property Crime,Burglaries,180,2019,0.25
2643,Siddipet,10.22,17.91,Property Crime,Burglaries,183,2019,0.812
2644,Warangal,23.75,9.31,Property Crime,Burglaries,221,2019,0.073
2645,Adilabad,7.53,5.71,Property Crime,Burglaries,43,2019,0.024
2646,Bhadradri Kothagudem,11.12,13.85,Property Crime,Burglaries,154,2019,0.048
2647,jagtial,9.95,11.46,Property Crime,Burglaries,114,2019,0.226
2648,Jayashankar Bhupalpally,4.26,6.1,Property Crime,Burglaries,26,2019,-0.527
2649,Jogulamba Gadwal,6.19,8.56,Property Crime,Burglaries,53,2019,-0.07
2650,Kamareddy,10.04,15.74,Property Crime,Burglaries,158,2019,0.463
2651,Kumaram Bheem Asifabad,5.25,7.43,Property Crime,Burglaries,39,2019,0.182
2652,Mahabubabad,7.84,9.95,Property Crime,Burglaries,78,2019,-0.196
2653,Mahabubnagar,9.29,11.73,Property Crime,Burglaries,109,2019,-0.06
2654,Medak,7.88,10.28,Property Crime,Burglaries,81,2019,0.306
2655,Mulugu,2.93,3.75,Property Crime,Burglaries,11,2019,0
2656,Nagarkurnool,8.71,8.61,Property Crime,Burglaries,75,2019,0.042
2657,Nalgonda,16.52,8.84,Property Crime,Burglaries,146,2019,0.098
2658,Narayanpet,5.76,5.9,Property Crime,Burglaries,34,2019,0
2659,Nirmal,7.19,8.07,Property Crime,Burglaries,58,2019,0.871
2660,Rajanna Sircilla,5.62,13.35,Property Crime,Burglaries,75,2019,0.154
2661,Sanga Reddy,15.37,17.7,Property Crime,Burglaries,272,2019,0.409
2662,Suryapet,11.09,5.95,Property Crime,Burglaries,66,2019,-0.25
2663,Vikarabad,9.37,11.63,Property Crime,Burglaries,109,2019,0.817
2664,Wanaparthy,5.87,6.3,Property Crime,Burglaries,37,2019,-0.229
2665,RP Secunderabad,,#DIV/0!,Property Crime,Burglaries,0,2019,0
2666,CID,,#DIV/0!,Property Crime,Burglaries,,2019,0
2667,Cyberabad,62.1,0.03,Property Crime,Dacoities,0,2018,0
2668,Hyderabad,39.53,0.3,Property Crime,Dacoities,10,2018,0.2
2669,Karimnagar,10.15,0.1,Property Crime,Dacoities,0,2018,0
2670,Khammam,14.11,0,Property Crime,Dacoities,0,2018,0
2671,Nizamabad,15.87,0.25,Property Crime,Dacoities,1,2018,3
2672,Rachakonda,43.71,0.21,Property Crime,Dacoities,15,2018,-0.4
2673,Ramagundam,16.12,0,Property Crime,Dacoities,0,2018,0
2674,Siddipet,10.22,0.1,Property Crime,Dacoities,2,2018,-0.5
2675,Warangal,23.75,0.21,Property Crime,Dacoities,2,2018,1.5
2676,Adilabad,7.53,0,Property Crime,Dacoities,0,2018,0
2677,Bhadradri Kothagudem,11.12,0.09,Property Crime,Dacoities,0,2018,0
2678,jagtial,9.95,0,Property Crime,Dacoities,1,2018,-1
2679,Jayashankar Bhupalpally,4.26,0,Property Crime,Dacoities,0,2018,0
2680,Jogulamba Gadwal,6.19,0,Property Crime,Dacoities,0,2018,0
2681,Kamareddy,10.04,0.3,Property Crime,Dacoities,3,2018,0
2682,Kumaram Bheem Asifabad,5.25,0,Property Crime,Dacoities,0,2018,0
2683,Mahabubabad,7.84,0,Property Crime,Dacoities,0,2018,0
2684,Mahabubnagar,9.29,0,Property Crime,Dacoities,0,2018,0
2685,Medak,7.88,0.13,Property Crime,Dacoities,1,2018,0
2686,Mulugu,2.93,0,Property Crime,Dacoities,0,2018,0
2687,Nagarkurnool,8.71,0,Property Crime,Dacoities,0,2018,0
2688,Nalgonda,16.52,0.06,Property Crime,Dacoities,0,2018,0
2689,Narayanpet,5.76,0,Property Crime,Dacoities,0,2018,0
2690,Nirmal,7.19,0.14,Property Crime,Dacoities,2,2018,-0.5
2691,Rajanna Sircilla,5.62,0.18,Property Crime,Dacoities,0,2018,0
2692,Sanga Reddy,15.37,0.07,Property Crime,Dacoities,1,2018,0
2693,Suryapet,11.09,0,Property Crime,Dacoities,0,2018,0
2694,Vikarabad,9.37,0,Property Crime,Dacoities,0,2018,0
2695,Wanaparthy,5.87,0,Property Crime,Dacoities,0,2018,0
2696,RP Secunderabad,,0,Property Crime,Dacoities,8,2018,-0.75
2697,CID,,0,Property Crime,Dacoities,,2018,0
2698,Cyberabad,62.1,0.03,Property Crime,Dacoities,2,2019,0
2699,Hyderabad,39.53,0.3,Property Crime,Dacoities,12,2019,0.2
2700,Karimnagar,10.15,0.1,Property Crime,Dacoities,1,2019,0
2701,Khammam,14.11,0,Property Crime,Dacoities,0,2019,0
2702,Nizamabad,15.87,0.25,Property Crime,Dacoities,4,2019,3
2703,Rachakonda,43.71,0.21,Property Crime,Dacoities,9,2019,-0.4
2704,Ramagundam,16.12,0,Property Crime,Dacoities,0,2019,0
2705,Siddipet,10.22,0.1,Property Crime,Dacoities,1,2019,-0.5
2706,Warangal,23.75,0.21,Property Crime,Dacoities,5,2019,1.5
2707,Adilabad,7.53,0,Property Crime,Dacoities,0,2019,0
2708,Bhadradri Kothagudem,11.12,0.09,Property Crime,Dacoities,1,2019,0
2709,jagtial,9.95,0,Property Crime,Dacoities,0,2019,-1
2710,Jayashankar Bhupalpally,4.26,0,Property Crime,Dacoities,0,2019,0
2711,Jogulamba Gadwal,6.19,0,Property Crime,Dacoities,0,2019,0
2712,Kamareddy,10.04,0.3,Property Crime,Dacoities,3,2019,0
2713,Kumaram Bheem Asifabad,5.25,0,Property Crime,Dacoities,0,2019,0
2714,Mahabubabad,7.84,0,Property Crime,Dacoities,0,2019,0
2715,Mahabubnagar,9.29,0,Property Crime,Dacoities,0,2019,0
2716,Medak,7.88,0.13,Property Crime,Dacoities,1,2019,0
2717,Mulugu,2.93,0,Property Crime,Dacoities,,2019,0
2718,Nagarkurnool,8.71,0,Property Crime,Dacoities,0,2019,0
2719,Nalgonda,16.52,0.06,Property Crime,Dacoities,1,2019,0
2720,Narayanpet,5.76,0,Property Crime,Dacoities,,2019,0
2721,Nirmal,7.19,0.14,Property Crime,Dacoities,1,2019,-0.5
2722,Rajanna Sircilla,5.62,0.18,Property Crime,Dacoities,1,2019,0
2723,Sanga Reddy,15.37,0.07,Property Crime,Dacoities,1,2019,0
2724,Suryapet,11.09,0,Property Crime,Dacoities,0,2019,0
2725,Vikarabad,9.37,0,Property Crime,Dacoities,0,2019,0
2726,Wanaparthy,5.87,0,Property Crime,Dacoities,0,2019,0
2727,RP Secunderabad,,0,Property Crime,Dacoities,2,2019,-0.75
2728,CID,,0,Property Crime,Dacoities,,2019,0
2729,Cyberabad,62.1,0.11,Property Crime,Murder for gain,5,2018,0.4
2730,Hyderabad,39.53,0.08,Property Crime,Murder for gain,3,2018,0
2731,Karimnagar,10.15,0.1,Property Crime,Murder for gain,0,2018,0
2732,Khammam,14.11,0.07,Property Crime,Murder for gain,2,2018,-0.5
2733,Nizamabad,15.87,0.13,Property Crime,Murder for gain,5,2018,-0.6
2734,Rachakonda,43.71,0.05,Property Crime,Murder for gain,5,2018,-0.6
2735,Ramagundam,16.12,0.06,Property Crime,Murder for gain,3,2018,-0.667
2736,Siddipet,10.22,0,Property Crime,Murder for gain,2,2018,-1
2737,Warangal,23.75,0,Property Crime,Murder for gain,1,2018,-1
2738,Adilabad,7.53,0.13,Property Crime,Murder for gain,0,2018,0
2739,Bhadradri Kothagudem,11.12,0,Property Crime,Murder for gain,1,2018,-1
2740,jagtial,9.95,0,Property Crime,Murder for gain,1,2018,-1
2741,Jayashankar Bhupalpally,4.26,0.47,Property Crime,Murder for gain,2,2018,0
2742,Jogulamba Gadwal,6.19,0.32,Property Crime,Murder for gain,0,2018,0
2743,Kamareddy,10.04,0.4,Property Crime,Murder for gain,2,2018,1
2744,Kumaram Bheem Asifabad,5.25,0,Property Crime,Murder for gain,1,2018,-1
2745,Mahabubabad,7.84,0,Property Crime,Murder for gain,0,2018,0
2746,Mahabubnagar,9.29,0.32,Property Crime,Murder for gain,1,2018,2
2747,Medak,7.88,0.25,Property Crime,Murder for gain,2,2018,0
2748,Mulugu,2.93,0.34,Property Crime,Murder for gain,1,2018,0
2749,Nagarkurnool,8.71,0,Property Crime,Murder for gain,0,2018,0
2750,Nalgonda,16.52,0.06,Property Crime,Murder for gain,0,2018,0
2751,Narayanpet,5.76,0.17,Property Crime,Murder for gain,1,2018,0
2752,Nirmal,7.19,0,Property Crime,Murder for gain,1,2018,-1
2753,Rajanna Sircilla,5.62,0,Property Crime,Murder for gain,0,2018,0
2754,Sanga Reddy,15.37,0.59,Property Crime,Murder for gain,4,2018,1.25
2755,Suryapet,11.09,0.09,Property Crime,Murder for gain,2,2018,-0.5
2756,Vikarabad,9.37,0.11,Property Crime,Murder for gain,2,2018,-0.5
2757,Wanaparthy,5.87,0,Property Crime,Murder for gain,0,2018,0
2758,RP Secunderabad,,#DIV/0!,Property Crime,Murder for gain,0,2018,
2759,CID,,#DIV/0!,Property Crime,Murder for gain,,2018,0
2760,Cyberabad,62.1,0.11,Property Crime,Murder for gain,7,2019,0.4
2761,Hyderabad,39.53,0.08,Property Crime,Murder for gain,3,2019,0
2762,Karimnagar,10.15,0.1,Property Crime,Murder for gain,1,2019,0
2763,Khammam,14.11,0.07,Property Crime,Murder for gain,1,2019,-0.5
2764,Nizamabad,15.87,0.13,Property Crime,Murder for gain,2,2019,-0.6
2765,Rachakonda,43.71,0.05,Property Crime,Murder for gain,2,2019,-0.6
2766,Ramagundam,16.12,0.06,Property Crime,Murder for gain,1,2019,-0.667
2767,Siddipet,10.22,0,Property Crime,Murder for gain,0,2019,-1
2768,Warangal,23.75,0,Property Crime,Murder for gain,0,2019,-1
2769,Adilabad,7.53,0.13,Property Crime,Murder for gain,1,2019,0
2770,Bhadradri Kothagudem,11.12,0,Property Crime,Murder for gain,0,2019,-1
2771,jagtial,9.95,0,Property Crime,Murder for gain,0,2019,-1
2772,Jayashankar Bhupalpally,4.26,0.47,Property Crime,Murder for gain,2,2019,0
2773,Jogulamba Gadwal,6.19,0.32,Property Crime,Murder for gain,2,2019,0
2774,Kamareddy,10.04,0.4,Property Crime,Murder for gain,4,2019,1
2775,Kumaram Bheem Asifabad,5.25,0,Property Crime,Murder for gain,0,2019,-1
2776,Mahabubabad,7.84,0,Property Crime,Murder for gain,0,2019,0
2777,Mahabubnagar,9.29,0.32,Property Crime,Murder for gain,3,2019,2
2778,Medak,7.88,0.25,Property Crime,Murder for gain,2,2019,0
2779,Mulugu,2.93,0.34,Property Crime,Murder for gain,,2019,0
2780,Nagarkurnool,8.71,0,Property Crime,Murder for gain,0,2019,0
2781,Nalgonda,16.52,0.06,Property Crime,Murder for gain,1,2019,0
2782,Narayanpet,5.76,0.17,Property Crime,Murder for gain,,2019,0
2783,Nirmal,7.19,0,Property Crime,Murder for gain,0,2019,-1
2784,Rajanna Sircilla,5.62,0,Property Crime,Murder for gain,0,2019,0
2785,Sanga Reddy,15.37,0.59,Property Crime,Murder for gain,9,2019,1.25
2786,Suryapet,11.09,0.09,Property Crime,Murder for gain,1,2019,-0.5
2787,Vikarabad,9.37,0.11,Property Crime,Murder for gain,1,2019,-0.5
2788,Wanaparthy,5.87,0,Property Crime,Murder for gain,0,2019,0
2789,RP Secunderabad,,#DIV/0!,Property Crime,Murder for gain,0,2019,
2790,CID,,#DIV/0!,Property Crime,Murder for gain,,2019,0
2791,Cyberabad,62.1,32.54,Property Crime,Ordinary thefts,2241,2018,-0.098
2792,Hyderabad,39.53,61.78,Property Crime,Ordinary thefts,2165,2018,0.128
2793,Karimnagar,10.15,16.06,Property Crime,Ordinary thefts,283,2018,-0.424
2794,Khammam,14.11,20.77,Property Crime,Ordinary thefts,282,2018,0.039
2795,Nizamabad,15.87,31.19,Property Crime,Ordinary thefts,576,2018,-0.141
